LocalClinicalCodeValue,ReadCodeValue,hb_extract,SampleName,ArithmeticComparator,Interpretation,QuantityUnit,RangeHighValue,RangeLowValue,RecordCount,QVAverage,QVStandardDev
UHC,NULL,F,Urine,NULL,NULL,umol/L,NULL,NULL,7,20.1714285441807,6.85801575798442
UIGG      ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,9,0.24,0.431132230295996
UJB,NULL,T,Urine,NULL,NR,NULL,NULL,NULL,92,NULL,NULL
UK,46M3.,T,Urine,NULL,NULL,NULL,NULL,NULL,750,39.4766355140187,25.2365504266164
UK,46M3.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,15,NULL,NULL
UK,46M3.,T,Urine,NULL,US,NULL,NULL,NULL,8,NULL,NULL
UK,46M3.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,18,NULL,NULL
UK,46M3.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,1194,32.1105527638191,21.2286756480388
UKC,46M3.,F,Urine,NULL,NULL,mmol/L,NULL,NULL,74,37.7162161388913,26.7879496936465
ULC,NULL,F,Urine,NULL,Kappa Light Chains,NULL,NULL,NULL,45,NULL,NULL
ULC,NULL,F,Urine,NULL,LAMBDA,NULL,NULL,NULL,6,NULL,NULL
ULC,NULL,F,Urine,NULL,Lambda Light Chains,NULL,NULL,NULL,81,NULL,NULL
ULC,NULL,F,Urine,NULL,Test not indicated,NULL,NULL,NULL,6,NULL,NULL
ULC,NULL,F,Urine,NULL,See text below,NULL,NULL,NULL,11,NULL,NULL
UMA,46W..,T,Urine,NULL,BLOOD PRESENT - UNSUITABLE FOR ANALYSIS. SAMPLE UNSUITABLE - PROTEIN PRESENT.,NULL,NULL,NULL,28,NULL,NULL
UMA,46W..,T,Urine,NULL,BLOOD PRESENT - UNSUITABLE FOR ANALYSIS. SAMPLE UNSUITABLE - PROTEIN PRESENT. SAMPLE UNSUITABLE - LEUCOCYTE/NITRITE POSITIVE.,NULL,NULL,NULL,6,NULL,NULL
UMA,46W..,T,Urine,NULL,INAPPROPRIATE FOR ANALYSIS - SAMPLE UNSUITABLE. SPECIMEN IN WRONG CONTAINER,NULL,NULL,NULL,16,NULL,NULL
UMA,46W..,T,Urine,NULL,INAPPROPRIATE REQUEST - RENAL IMPAIRMENT.,NULL,NULL,NULL,1468,NULL,NULL
UMA,46W..,T,Urine,NULL,INAPPROPRIATE REQUEST - RENAL IMPAIRMENT. SAMPLE UNSUITABLE - LEUCOCYTE/NITRITE POSITIVE.,NULL,NULL,NULL,13,NULL,NULL
UMA,46W..,T,Urine,NULL,INAPPROPRIATE REQUEST - RENAL IMPAIRMENT. SAMPLE UNSUITABLE - PROTEIN PRESENT.,NULL,NULL,NULL,21,NULL,NULL
UMA,46W..,T,Urine,NULL,INAPPROPRIATE REQUEST - RENAL IMPAIRMENT. SAMPLE UNSUITABLE - PROTEIN PRESENT. SAMPLE UNSUITABLE - LEUCOCYTE/NITRITE POSITIVE.,NULL,NULL,NULL,7,NULL,NULL
UMA,46W..,T,Urine,NULL,IRB,NULL,NULL,NULL,330,NULL,NULL
UMA,46W..,T,Urine,NULL,IRL_IRP_,NULL,NULL,NULL,7,NULL,NULL
UMA,46W..,T,Urine,NULL,IRP,NULL,NULL,NULL,513,NULL,NULL
UMA,46W..,T,Urine,NULL,IRP_IRBL_,NULL,NULL,NULL,9,NULL,NULL
UMA,46W..,T,Urine,NULL,IRP_IRB_,NULL,NULL,NULL,18,NULL,NULL
UMA,46W..,T,Urine,NULL,IRP_IRL_,NULL,NULL,NULL,17,NULL,NULL
UMA,46W..,T,Urine,NULL,IRR,NULL,NULL,NULL,407,NULL,NULL
UMA,46W..,T,Urine,NULL,IRR_IRP_,NULL,NULL,NULL,9,NULL,NULL
UMA,46W..,T,Urine,NULL,IRX,NULL,NULL,NULL,21,NULL,NULL
UMA,46W..,T,Urine,NULL,IRX_WC_,NULL,NULL,NULL,10,NULL,NULL
UMA,46W..,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,47,NULL,NULL
UMA,46W..,T,Urine,NULL,NOT REQUESTED,NULL,NULL,NULL,15,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - LEUCOCYTE/NITRITE POSITIVE.,NULL,NULL,NULL,1751,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - PROTEIN PRESENT. SAMPLE UNSUITABLE - LEUCOCYTE/NITRITE POSITIVE.,NULL,NULL,NULL,84,NULL,NULL
UMA,46W..,T,Urine,NULL,SPECIMEN IN WRONG CONTAINER,NULL,NULL,NULL,464,NULL,NULL
UMA,46W..,T,Urine,<,LT10 mg/L ( 0-30 ),NULL,NULL,NULL,822,NULL,NULL
UMA,46W..,T,Urine,NULL,NULL,mg/L,NULL,NULL,8,27.875,20.4061440327592
UMA,46W..,T,Urine,<,NULL,mg/L,NULL,NULL,33,10,0
UMA,46W..,T,Urine,NULL,NULL,mg/L,30,0,1672,28.2864832535885,20.2442857083901
UMA,46W..,T,Urine,NULL,NULL,NULL,NULL,NULL,684,32.792093704246,23.593592167319
UMA,46W..,T,Urine,NULL,BLOOD PRESENT - UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,249,NULL,NULL
UMA,46W..,T,Urine,NULL,INAPPROPRIATE FOR ANALYSIS - SAMPLE UNSUITABLE.,NULL,NULL,NULL,44,NULL,NULL
UMA,46W..,T,Urine,NULL,IRBL,NULL,NULL,NULL,180,NULL,NULL
UMA,46W..,T,Urine,NULL,IRBL_IRP_,NULL,NULL,NULL,31,NULL,NULL
UMA,46W..,T,Urine,NULL,IRB_IRP_,NULL,NULL,NULL,32,NULL,NULL
UMA,46W..,T,Urine,NULL,IRL,NULL,NULL,NULL,559,NULL,NULL
UMA,46W..,T,Urine,NULL,LT10 mg/L ( 0-30 ),NULL,NULL,NULL,1013,NULL,NULL
UMA,46W..,T,Urine,NULL,NOT FIRST MORNING COLLECTION.,NULL,NULL,NULL,17,NULL,NULL
UMA,46W..,T,Urine,NULL,NS,NULL,NULL,NULL,26,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - BLOOD/NITRITE/WBC PRESENT.,NULL,NULL,NULL,195,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - BLOOD/NITRITE/WBC PRESENT. SAMPLE UNSUITABLE - PROTEIN PRESENT.,NULL,NULL,NULL,30,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - LEUCOCYTE/NITRITE POSITIVE. SAMPLE UNSUITABLE - PROTEIN PRESENT.,NULL,NULL,NULL,38,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - PROTEIN PRESENT.,NULL,NULL,NULL,1498,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - PROTEIN PRESENT. BLOOD PRESENT - UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,13,NULL,NULL
UMA,46W..,T,Urine,NULL,SAMPLE UNSUITABLE - PROTEIN PRESENT. SAMPLE UNSUITABLE - BLOOD/NITRITE/WBC PRESENT.,NULL,NULL,NULL,20,NULL,NULL
UMA,46W..,T,Urine,NULL,SPECIMEN STORED 5 DAYS - PAGE 4027 TO DISCUSS.,NULL,NULL,NULL,27,NULL,NULL
UMA,46W..,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,35,NULL,NULL
UMA,46W..,T,Urine,NULL,US,NULL,NULL,NULL,13,NULL,NULL
UMA,46W..,T,Urine,NULL,WC,NULL,NULL,NULL,181,NULL,NULL
UMA,46W..,T,Urine,<,LT10,NULL,NULL,NULL,1960,NULL,NULL
UMA,46W..,T,Urine,>,GT150,NULL,NULL,NULL,6,NULL,NULL
UMA,46W..,T,Urine,<,NULL,mg/L,30,0,7116,10.0112422709387,1.19727381934946
UMC,46P1.,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,13,NULL,NULL
UMC,46P1.,F,Urine,NULL,NULL,mmol/L,NULL,NULL,18,2.19388888756434,1.59527294045941
UMET,46LP.,T,Urine,NULL,NULL,nmol/L,NULL,NULL,118,357.161016949153,230.828569619974
UMG,46P1.,T,Urine,NULL,NULL,NULL,NULL,NULL,46,2.17369565217391,1.01363451378504
UMG,46P1.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,107,2.32439253298409,2.44902954700177
UNA,46M4.,T,Urine,NULL,NULL,NULL,NULL,NULL,726,82.7020689655172,62.114242089066
UNA,46M4.,T,Urine,NULL,NOT AVAILABLE,NULL,NULL,NULL,7,NULL,NULL
UNA,46M4.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,43,NULL,NULL
UNA,46M4.,T,Urine,NULL,US,NULL,NULL,NULL,8,NULL,NULL
UNA,46M4.,T,Urine,NULL,WRONG SPECIMEN TYPE,NULL,NULL,NULL,9,NULL,NULL
UNA,46M4.,T,Urine,<,LT10 mmol/L,NULL,NULL,NULL,27,NULL,NULL
UNA,46M4.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,2669,62.4076433121019,42.4733821049719
UNA,46M4.,T,Urine,<,NULL,mmol/L,NULL,NULL,305,9.9672131147541,0.40422168206133
UNA,46M4.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,37,NULL,NULL
UNA,46M4.,T,Urine,NULL,WRONG SAMPLE CONTAINER RECEIVED,NULL,NULL,NULL,15,NULL,NULL
UNA,46M4.,T,Urine,NULL,WRONG SAMPLE RECEIVED,NULL,NULL,NULL,21,NULL,NULL
UNC,46M4.,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,14,NULL,NULL
UNC,46M4.,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,14,NULL,NULL
UNC,46M4.,F,Urine,NULL,NULL,mmol/L,NULL,NULL,255,64.8509803921569,43.1620430204186
UNC,46M4.,F,Urine,<,NULL,mmol/L,NULL,NULL,40,18.5,3.61620285339789
UNL,NULL,F,Unknown,NULL,Serum sample unlabelled - rejected,NULL,NULL,NULL,14,NULL,NULL
UNL,NULL,F,Unknown,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,53,NULL,NULL
UNL,NULL,F,Unknown,NULL,Urine sample unlabelled - rejected,NULL,NULL,NULL,9,NULL,NULL
UNL,.9b04,F,Unknown,NULL,Serum sample unlabelled - rejected,NULL,NULL,NULL,8,NULL,NULL
UNL,.9b04,F,Unknown,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,36,NULL,NULL
UNMA,46LI.,T,Urine,NULL,NULL,nmol/L,NULL,NULL,118,1320.24576271186,1000.45262351846
UNOR,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,1822,210.028021978022,184.332287696578
UNOR,46L2.,T,Urine,NULL,LABORATORY ERROR.,NULL,NULL,NULL,8,NULL,NULL
UNOR,46L2.,T,Urine,NULL,NOT AVAILABLE,NULL,NULL,NULL,38,NULL,NULL
UNOR,46L2.,T,Urine,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,22,NULL,NULL
UNOR,46L2.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,99,NULL,NULL
UNOR,46L2.,T,Urine,<,NULL,nmol/L,NULL,NULL,7,20,0
UNOR,NULL,T,Urine,NULL,NS,NULL,NULL,NULL,7,NULL,NULL
UNOR,NULL,T,Urine,NULL,US,NULL,NULL,NULL,75,NULL,NULL
UNOR,46L2.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,26,NULL,NULL
UNOR,46L2.,T,Urine,NULL,WRONG SAMPLE RECEIVED,NULL,NULL,NULL,9,NULL,NULL
UNOR,46L2.,T,Urine,NULL,WRONG SPECIMEN TYPE,NULL,NULL,NULL,10,NULL,NULL
UNOR,46L2.,T,Urine,NULL,NULL,nmol/L,NULL,NULL,3108,208.361969111969,246.665132786251
UOS,46MB.,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,16,NULL,NULL
UOS,46MB.,F,Urine,NULL,No specimen received,NULL,NULL,NULL,6,NULL,NULL
UOS,46MB.,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,26,NULL,NULL
UOS,46MB.,F,Urine,NULL,NULL,mmol/kg,1400,100,70,393.271428571429,176.844066367871
UOS,46MB.,F,Urine,NULL,NULL,mmol/kg,1400,50,210,391.495238095238,194.129346896594
UOS,46MB.,F,Urine,NULL,NULL,mmol/kg,1400,40,53,407.358490566038,253.548591484614
UOSM,46MB.,T,Urine,NULL,NULL,NULL,NULL,NULL,563,442.998223801066,216.698779892283
UOSM,46MB.,T,Urine,NULL,NOT AVAILABLE,NULL,NULL,NULL,10,NULL,NULL
UOSM,46MB.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,33,NULL,NULL
UOSM,46MB.,T,Urine,NULL,WRONG SAMPLE CONTAINER RECEIVED,NULL,NULL,NULL,12,NULL,NULL
UOSM,46MB.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,56,NULL,NULL
UOSM,46MB.,T,Urine,NULL,NS,NULL,NULL,NULL,13,NULL,NULL
UOSM,46MB.,T,Urine,NULL,WRONG SAMPLE RECEIVED,NULL,NULL,NULL,16,NULL,NULL
UOSM,46MB.,T,Urine,NULL,WRONG SPECIMEN TYPE,NULL,NULL,NULL,7,NULL,NULL
UOSM,46MB.,T,Urine,NULL,NULL,mmol/kg,NULL,NULL,2382,388.205289672544,199.280845443058
UP,NULL,T,Urine,NULL,NA,NULL,NULL,NULL,9,NULL,NULL
UP,NULL,T,Urine,NULL,NS,NULL,NULL,NULL,58,NULL,NULL
UP,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,5233,625.952545385056,1314.66241808309
UP,NULL,T,Urine,NULL,US,NULL,NULL,NULL,37,NULL,NULL
UP24      ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,41,0.935853658536586,0.928784085807235
UPB,46R4.,F,Urine,NULL,Negative,NULL,NULL,NULL,6,NULL,NULL
UPC,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,1595,99.4344827586207,197.610401307214
UPC,NULL,T,Urine,NULL,NA,NULL,NULL,NULL,8,NULL,NULL
UPC,NULL,T,Urine,NULL,NS,NULL,NULL,NULL,9,NULL,NULL
UPC,NULL,T,Urine,NULL,US,NULL,NULL,NULL,6,NULL,NULL
UPC,44lD.,T,Urine,NULL,NOT AVAILABLE,NULL,NULL,NULL,884,NULL,NULL
UPC,46M9.,F,Urine,NULL,NULL,mmol/L,NULL,NULL,33,19.8999999682109,12.6556065116763
UPC,44lD.,T,Urine,NULL,NULL,mg/mmol,NULL,NULL,50530,63.7020977637047,848.822638745747
UPCR,44lD.,F,Urine,NULL,NULL,mg/mmol,15,0,51,24.2352941176471,69.3376054490762
UPH,NULL,F,Urine,NULL,NULL,NULL,8,4.5,97,6.05360824545634,0.758021271573851
UPH,NULL,F,Urine,NULL,NULL,NULL,8.0,4.5,87,6.20344824626528,0.815610541647994
UPH,46A..,F,Urine,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,15,NULL,NULL
UPH,46A..,F,Urine,NULL,Specimen without min data set - rejected,NULL,NULL,NULL,6,NULL,NULL
UPH,46A..,F,Urine,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,178,NULL,NULL
UPH,46A..,F,Urine,NULL,Urine sample unlabelled - rejected,NULL,NULL,NULL,10,NULL,NULL
UPH,46A..,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,9,NULL,NULL
UPH,46A..,F,Urine,NULL,Data on sample & form incompatible - rejected,NULL,NULL,NULL,10,NULL,NULL
UPH,46A..,F,Urine,NULL,Form without min data set - rejected,NULL,NULL,NULL,14,NULL,NULL
UPH,46A..,F,Urine,NULL,See text below,NULL,NULL,NULL,6,NULL,NULL
UPH,46A..,F,Urine,NULL,Urine sample & form data incompatible - rejected,NULL,NULL,NULL,6,NULL,NULL
UPH,46A..,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,6,NULL,NULL
UPH,46A..,F,Urine,NULL,NULL,NULL,8.0,4.5,12428,6.36369488563881,0.961492398076211
UPHO,46M9.,T,Urine,NULL,NULL,NULL,NULL,NULL,80,24.0835443037975,15.4852239775805
UPHO,46M9.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,11,NULL,NULL
UPHO,46M9.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,240,19.3616666505734,11.4799165072415
UPHOS     ,46M9.,T,Urine,NULL,NULL,NULL,NULL,NULL,26,16.2826923076923,10.8357968078743
UPO,46R3.,F,Urine,NULL,NORMAL,NULL,NULL,NULL,10,NULL,NULL
UPO,46R3.,F,Urine,NULL,See text below,NULL,NULL,NULL,13,NULL,NULL
UPR       ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,1229,1.59811228641171,2.90422547105593
UPRO      ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,2802,0.919810103905412,1.61097316915589
UPRO,NULL,T,Urine,NULL,NS,NULL,NULL,NULL,46,NULL,NULL
UPRO,NULL,T,Urine,NULL,US,NULL,NULL,NULL,26,NULL,NULL
UPRO,46N..,T,Urine,NULL,NOT AVAILABLE,NULL,NULL,NULL,30,NULL,NULL
UPRO,46N..,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,60,NULL,NULL
UPRO,46N..,T,Urine,NULL,URINE SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,23,NULL,NULL
UPRO,46N..,T,Urine,NULL,WRONG SAMPLE CONTAINER RECEIVED,NULL,NULL,NULL,14,NULL,NULL
UPRO,NULL,T,Urine,NULL,NA,NULL,NULL,NULL,8,NULL,NULL
UPRO,NULL,T,Urine,<,LT0.10,NULL,NULL,NULL,36,NULL,NULL
UPRO,NULL,T,Urine,<,LT0.10 g/L,NULL,NULL,NULL,1134,NULL,NULL
UPRO,46N..,T,Urine,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,7,NULL,NULL
UPRO,46N..,T,Urine,NULL,LT0.10 g/L,NULL,NULL,NULL,101,NULL,NULL
UPRO,46N..,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,349,NULL,NULL
UPRO,46N..,T,Urine,NULL,WRONG SPECIMEN TYPE,NULL,NULL,NULL,10,NULL,NULL
UPRO,46N..,T,Urine,NULL,NULL,g/L,NULL,NULL,4593,0.690635749070251,1.50710229645675
UPRO,46N..,T,Urine,<,NULL,g/L,NULL,NULL,5077,0.100000001070703,0
UPROT     ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,45,0.616,0.611173982073547
UR,NULL,F,Serum,NULL,NULL,mmol/L,10,3,1353,6.2505543253991,2.70143535873061
UR,NULL,F,Serum,NULL,NULL,mmol/L,10.0,3.0,830,6.08036144181906,2.19224697532576
UR,NULL,F,Serum,NULL,NULL,mmol/L,8.5,3,2577,5.08040357075507,2.0379570086033
UR,NULL,F,Serum,NULL,NULL,mmol/L,8.5,3.0,2844,5.04971870587177,1.92350089192106
UR,44J9.,F,Serum,NULL,Contaminated by leaking sample - rejected,NULL,NULL,NULL,25,NULL,NULL
UR,44J9.,F,Serum,NULL,No specimen received,NULL,NULL,NULL,105,NULL,NULL
UR,44J9.,F,Serum,NULL,Not Tested,NULL,NULL,NULL,70,NULL,NULL
UR,44J9.,F,Serum,NULL,Sample haemolysed- unsuitable for analysis,NULL,NULL,NULL,680,NULL,NULL
UR,44J9.,F,Serum,NULL,Sample unsuitable,NULL,NULL,NULL,10,NULL,NULL
UR,44J9.,F,Serum,NULL,Sample unsuitable. ? Taken from drip arm.,NULL,NULL,NULL,12,NULL,NULL
UR,44J9.,F,Serum,NULL,See text below,NULL,NULL,NULL,27,NULL,NULL
UR,44J9.,F,Serum,NULL,Specimen leaked in transit - rejected,NULL,NULL,NULL,12,NULL,NULL
UR,44J9.,F,Serum,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,106,NULL,NULL
UR,44J9.,F,Serum,NULL,Test not required,NULL,NULL,NULL,7,NULL,NULL
UR,44J9.,F,Serum,NULL,Unsuitable- contaminated with potassium EDTA.,NULL,NULL,NULL,56,NULL,NULL
UR,44J9.,F,Serum,NULL,NULL,mmol/L,10.,3.0,49262,7.48006577271549,4.46131542936675
UR,44J9.,F,Serum,NULL,NULL,mmol/L,6.5,2.5,54,5.6037037037037,2.91165277339456
UR,44J9.,F,Serum,NULL,NULL,mmol/L,7.8,2.5,104124,7.34628807955363,5.57004134072629
UR,44J9.,F,Serum,NULL,NULL,mmol/L,8.5,3.0,125787,5.68929619138826,3.91842375791692
UR,44J9.,F,Serum,<,NULL,mmol/L,8.5,3.0,32,0.800000011920929,0
UR,NULL,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,8,NULL,NULL
UR,NULL,F,Serum,NULL,NULL,mmol/L,10.,3.0,737,6.58887381307791,2.64866885222167
UR,44J9.,F,Serum,NULL,Data on sample & form incompatible - rejected,NULL,NULL,NULL,25,NULL,NULL
UR,44J9.,F,Serum,NULL,Form without min data set - rejected,NULL,NULL,NULL,12,NULL,NULL
UR,44J9.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,82,NULL,NULL
UR,44J9.,F,Serum,NULL,No blood in container(s),NULL,NULL,NULL,6,NULL,NULL
UR,44J9.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,508,NULL,NULL
UR,44J9.,F,Serum,NULL,Sample clotted,NULL,NULL,NULL,13,NULL,NULL
UR,44J9.,F,Serum,NULL,Sample no longer available.,NULL,NULL,NULL,7,NULL,NULL
UR,44J9.,F,Serum,NULL,Sample not from this patient,NULL,NULL,NULL,34,NULL,NULL
UR,44J9.,F,Serum,NULL,Serum sample unlabelled - rejected,NULL,NULL,NULL,32,NULL,NULL
UR,44J9.,F,Serum,NULL,Specimen too old for accurate analysis,NULL,NULL,NULL,17,NULL,NULL
UR,44J9.,F,Serum,NULL,NULL,mmol/L,10.0,3.0,52727,6.75270544690243,3.86414518465672
UR,44J9.,F,Serum,<,NULL,mmol/L,10.0,3.0,10,0.800000011920929,0
UR,44J9.,F,Serum,<,NULL,mmol/L,7.8,2.5,22,0.5,0
URATE,44K5.,T,Serum,NULL,NULL,NULL,NULL,NULL,1510,0.361688741721855,0.117597987873495
URATE  *  ,44K5.,T,Serum,NULL,NULL,NULL,NULL,NULL,4307,0.335913628976083,0.167630878546191
URE2,44J9.,T,Serum,NULL,NULL,NULL,NULL,NULL,670,6.53343283582089,4.77153541649942
UREA,44J9.,T,Blood,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,36,NULL,NULL
UREA,44J9.,T,Blood,NULL,BROKEN IN TRANSIT,NULL,NULL,NULL,16,NULL,NULL
UREA,44J9.,T,Blood,NULL,DELIVERY TO THE LABORATORY WAS DELAYED,NULL,NULL,NULL,29,NULL,NULL
UREA,44J9.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT SAMPLE TO REPEAT.,NULL,NULL,NULL,6,NULL,NULL
UREA,44J9.,T,Blood,NULL,NO SAMPLE RECEIVED,NULL,NULL,NULL,9,NULL,NULL
UREA,44J9.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,1154,NULL,NULL
UREA,44J9.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,421,NULL,NULL
UREA,44J9.,T,Blood,NULL,NOT REQUESTED,NULL,NULL,NULL,10,NULL,NULL
UREA,44J9.,T,Blood,NULL,RESULT REMOVED BY LABORATORY,NULL,NULL,NULL,14,NULL,NULL
UREA,44J9.,T,Blood,NULL,SAMPLE DELAYED IN TRANSIT,NULL,NULL,NULL,10,NULL,NULL
UREA,44J9.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,41,NULL,NULL
UREA,44J9.,T,Blood,NULL,SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,9,NULL,NULL
UREA,44J9.,T,Blood,NULL,SAMPLE LIPAEMIC,NULL,NULL,NULL,57,NULL,NULL
UREA,44J9.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,11,NULL,NULL
UREA,44J9.,T,Blood,NULL,NULL,mmol/L,6.5,2.5,876,4.40136986018316,1.34420166826557
UREA,44J9.,T,Blood,<,NULL,mmol/L,6.5,2.5,9,1.79999996291267,2.1073424255447E-08
UREA,44J9.,T,Blood,NULL,NULL,mmol/L,6.6,3.3,439658,6.7477641723031,4.19037242410715
UREA,44J9.,T,Blood,<,NULL,mmol/L,6.6,3.3,20,0.5,0
UREA,44J9.,T,Blood,<,NULL,mmol/L,7.8,2.5,3291,1.79999997707825,0
UREA,44J9.,T,Serum,NULL,BIN,NULL,NULL,NULL,28,NULL,NULL
UREA,44J9.,T,Serum,NULL,BIN1,NULL,NULL,NULL,6,NULL,NULL
UREA,44J9.,T,Serum,NULL,DT,NULL,NULL,NULL,12,NULL,NULL
UREA,44J9.,T,Serum,NULL,HM,NULL,NULL,NULL,106,NULL,NULL
UREA,44J9.,T,Serum,NULL,IL,NULL,NULL,NULL,16,NULL,NULL
UREA,44J9.,T,Serum,NULL,INS,NULL,NULL,NULL,244,NULL,NULL
UREA,44J9.,T,Serum,NULL,NS,NULL,NULL,NULL,449,NULL,NULL
UREA,44J9.,T,Serum,NULL,UNL,NULL,NULL,NULL,15,NULL,NULL
UREA,44J9.,T,Serum,NULL,US,NULL,NULL,NULL,413,NULL,NULL
UREA,44J9.,T,Serum,<,LT0.5 mmol/L (See Handbook),NULL,NULL,NULL,24,NULL,NULL
UREA,44J9.,T,Blood,NULL,INAPPROPRIATELY LABELLED,NULL,NULL,NULL,18,NULL,NULL
UREA,44J9.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,466,NULL,NULL
UREA,44J9.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT TO REPEAT.,NULL,NULL,NULL,6,NULL,NULL
UREA,44J9.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,456,NULL,NULL
UREA,44J9.,T,Blood,NULL,SAMPLE UNLABELLED,NULL,NULL,NULL,7,NULL,NULL
UREA,44J9.,T,Blood,NULL,SPECIMEN UNLABELLED.,NULL,NULL,NULL,6,NULL,NULL
UREA,44J9.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,954,NULL,NULL
UREA,44J9.,T,Blood,NULL,WRONG SPECIMEN TYPE,NULL,NULL,NULL,7,NULL,NULL
UREA,44J9.,T,Blood,NULL,NULL,mmol/L,10.0,3.5,63536,9.30623268959104,5.7392034125719
UREA,44J9.,T,Blood,NULL,NULL,mmol/L,12.0,4.0,68174,9.96702702254397,5.90029326135155
UREA,44J9.,T,Blood,NULL,NULL,mmol/L,7.8,2.5,736915,7.75966210572783,5.35355521302777
UREA,44J9.,T,Serum,NULL,NULL,NULL,NULL,NULL,588437,6.85030622408048,5.69868282146351
UREA,44J9.,T,Serum,NULL,BR,NULL,NULL,NULL,23,NULL,NULL
UREA,44J9.,T,Serum,NULL,ERR,NULL,NULL,NULL,20,NULL,NULL
UREA,44J9.,T,Serum,NULL,LIP,NULL,NULL,NULL,8,NULL,NULL
UREA,44J9.,T,Serum,NULL,NA,NULL,NULL,NULL,86,NULL,NULL
UREA,44J9.,T,Serum,NULL,NR,NULL,NULL,NULL,30,NULL,NULL
UREA   *  ,44J9.,T,Serum,NULL,NULL,NULL,NULL,NULL,1836,7.41933551198257,7.7637108598729
